batch_id,drug_id,manufacturer,manufacture_date,shelf_life_months,current_stock_days,units_in_stock,turnover_rate,avg_regional_demand,storage_temp_variability,last_movement_days_ago,will_expire_soon,formulation,drug_type
BATCH_000222,DRUG_44,Manufacturer_50,20-04-2022,28,-230,503,188.74,115.68,2.32,133,1,syrup,antifungal
BATCH_000223,DRUG_340,Manufacturer_37,18-04-2024,23,347,506,179.9,313.78,0.56,149,0,injection,antibiotic
BATCH_000224,DRUG_286,Manufacturer_13,11-09-2023,6,-391,524,301.62,201.1,4.5,113,0,tablet,antihistamine
BATCH_000225,DRUG_446,Manufacturer_19,24-07-2023,9,-349,495,269.99,258.24,1.71,94,0,tablet,antacid
BATCH_000226,DRUG_331,Manufacturer_30,08-05-2023,33,305,495,331.75,501.86,0.73,173,0,capsule,antacid
BATCH_000227,DRUG_128,Manufacturer_45,22-07-2022,21,-350,518,291.08,561.35,2.41,39,0,capsule,painkiller
BATCH_000228,DRUG_348,Manufacturer_18,06-03-2025,21,608,497,80.53,183.64,4.17,53,0,syrup,antihistamine
BATCH_000229,DRUG_473,Manufacturer_14,23-10-2022,23,-196,481,136.05,396.48,2.29,45,1,injection,antibiotic
BATCH_000230,DRUG_231,Manufacturer_36,22-05-2023,13,-290,494,422.1,422.17,1.68,163,0,capsule,painkiller
BATCH_000231,DRUG_190,Manufacturer_36,27-01-2023,15,-344,477,335,513.37,2.95,118,0,tablet,antacid
BATCH_000232,DRUG_225,Manufacturer_20,21-02-2024,21,229,490,229.72,544.47,3.08,40,0,injection,painkiller
BATCH_000233,DRUG_385,Manufacturer_19,04-12-2022,28,-2,473,99.47,307.4,3.92,97,1,injection,painkiller
BATCH_000234,DRUG_377,Manufacturer_45,24-07-2023,29,260,467,13.77,590.42,4.1,66,0,tablet,supplement
BATCH_000235,DRUG_283,Manufacturer_44,05-05-2024,16,151,466,162.82,583.96,3.68,125,0,capsule,painkiller
BATCH_000236,DRUG_446,Manufacturer_7,18-08-2023,11,-263,504,36.88,328.56,0.52,22,1,tablet,antifungal
BATCH_000237,DRUG_121,Manufacturer_44,10-03-2023,6,-576,495,246.32,348.12,0.51,170,0,injection,painkiller
BATCH_000238,DRUG_116,Manufacturer_4,24-02-2023,35,293,466,412.68,417.26,4.9,60,0,ointment,antifungal
BATCH_000239,DRUG_461,Manufacturer_34,29-12-2022,34,205,501,149.85,255.6,1.69,16,0,ointment,antihistamine
BATCH_000240,DRUG_233,Manufacturer_2,06-08-2023,34,425,516,425.4,414.12,1.77,2,0,syrup,painkiller
BATCH_000241,DRUG_259,Manufacturer_5,21-05-2024,17,197,517,355.24,332.86,3.8,77,0,tablet,antibiotic
BATCH_000242,DRUG_359,Manufacturer_10,20-05-2023,30,226,508,71.38,69.49,3.12,29,0,tablet,antifungal
BATCH_000243,DRUG_198,Manufacturer_32,15-05-2023,11,-358,513,325.84,519,2.59,20,0,syrup,antifungal
BATCH_000244,DRUG_456,Manufacturer_42,21-01-2023,33,198,471,84.32,567.25,1.02,143,0,syrup,antacid
BATCH_000245,DRUG_411,Manufacturer_41,16-01-2023,18,-264,507,330.85,64.43,0.87,61,0,syrup,antihistamine
BATCH_000246,DRUG_137,Manufacturer_13,12-11-2023,31,432,539,79.93,484.09,3.67,59,0,injection,painkiller
BATCH_000247,DRUG_318,Manufacturer_39,09-05-2023,22,-29,573,202.33,262.2,1.06,114,0,tablet,antibiotic
BATCH_000248,DRUG_165,Manufacturer_5,17-08-2022,6,-781,504,287.63,372.1,2.46,136,0,injection,antacid
BATCH_000249,DRUG_225,Manufacturer_10,20-01-2025,13,319,502,34.68,325,3.81,65,0,syrup,antihistamine
BATCH_000250,DRUG_307,Manufacturer_10,08-08-2024,27,580,505,85.12,353.22,4.65,153,0,tablet,antifungal
BATCH_000251,DRUG_234,Manufacturer_38,02-04-2023,13,-340,515,167,322.35,4.43,105,1,injection,antibiotic
BATCH_000252,DRUG_172,Manufacturer_27,09-11-2022,29,3,519,236.54,519.36,4.39,66,0,injection,painkiller
BATCH_000253,DRUG_152,Manufacturer_21,08-08-2022,36,123,480,430.66,425.93,2.11,14,0,syrup,supplement
BATCH_000254,DRUG_463,Manufacturer_8,20-07-2024,16,227,461,101.76,276.95,4.67,11,0,tablet,supplement
BATCH_000255,DRUG_315,Manufacturer_1,21-12-2024,19,472,488,180.26,428.71,3.58,18,0,syrup,antihistamine
BATCH_000256,DRUG_374,Manufacturer_28,20-09-2024,29,684,500,243.13,580.78,4.49,13,0,tablet,antibiotic
BATCH_000257,DRUG_160,Manufacturer_49,02-12-2022,15,-400,477,154.93,94.17,0.9,142,1,ointment,antacid
BATCH_000258,DRUG_96,Manufacturer_39,22-11-2022,20,-258,495,316.62,263.45,0.68,86,0,capsule,antibiotic
BATCH_000259,DRUG_472,Manufacturer_14,01-05-2023,12,-341,504,135.74,528.75,2.43,10,1,capsule,antifungal
BATCH_000260,DRUG_233,Manufacturer_21,19-08-2023,12,-231,522,388.45,456.48,4.23,62,0,capsule,supplement
BATCH_000261,DRUG_180,Manufacturer_30,14-12-2022,15,-388,518,257.53,564.21,2.34,42,0,syrup,antihistamine
BATCH_000262,DRUG_113,Manufacturer_21,06-07-2023,9,-367,517,52.29,71.9,4.48,170,1,ointment,painkiller
BATCH_000263,DRUG_318,Manufacturer_49,10-04-2023,30,186,534,317.23,524.53,1.56,128,0,tablet,antibiotic
BATCH_000264,DRUG_497,Manufacturer_9,19-02-2023,33,227,486,288.93,485.49,0.68,131,0,injection,supplement
BATCH_000265,DRUG_442,Manufacturer_17,31-10-2022,23,-188,488,175.91,498.27,3.93,84,1,tablet,antacid
BATCH_000266,DRUG_52,Manufacturer_5,10-03-2023,32,216,499,15.47,378.49,3.32,24,0,injection,antihistamine
BATCH_000267,DRUG_268,Manufacturer_31,14-10-2024,30,739,501,108.34,78.55,2.48,83,0,tablet,painkiller
BATCH_000268,DRUG_295,Manufacturer_40,17-05-2024,15,132,483,208.8,346.52,4.3,73,0,ointment,antibiotic
BATCH_000269,DRUG_386,Manufacturer_38,25-12-2022,24,-103,501,107.96,274.26,4.21,52,1,injection,antacid
BATCH_000270,DRUG_387,Manufacturer_43,04-11-2022,19,-306,470,292.97,339.87,1.96,162,0,syrup,painkiller
BATCH_000271,DRUG_113,Manufacturer_19,12-06-2022,18,-482,492,359.04,457.16,4.27,152,0,tablet,antifungal
BATCH_000272,DRUG_101,Manufacturer_36,26-03-2024,20,232,493,429.45,377.78,2.05,130,0,tablet,supplement
BATCH_000273,DRUG_113,Manufacturer_50,16-09-2022,21,-294,488,327.02,210.91,3.3,178,0,injection,antifungal
BATCH_000274,DRUG_440,Manufacturer_33,02-01-2025,7,119,508,347.61,379.73,1.37,177,0,syrup,supplement
BATCH_000275,DRUG_81,Manufacturer_13,04-02-2025,34,973,515,308.14,95.73,1.69,12,0,syrup,antacid
BATCH_000276,DRUG_187,Manufacturer_14,02-05-2022,9,-797,497,492.89,52.95,2.52,34,0,ointment,antifungal
BATCH_000277,DRUG_113,Manufacturer_33,04-05-2024,26,454,482,137.89,270.84,1.92,145,0,syrup,supplement
BATCH_000278,DRUG_2,Manufacturer_29,11-02-2023,23,-85,504,140.47,466.45,1.08,178,1,syrup,antihistamine
BATCH_000279,DRUG_130,Manufacturer_43,17-08-2024,34,802,530,71.9,502.45,2.67,29,0,syrup,antacid
BATCH_000280,DRUG_220,Manufacturer_49,11-11-2023,36,583,506,247.99,352.41,2.8,39,0,capsule,supplement
BATCH_000281,DRUG_54,Manufacturer_36,27-03-2025,22,659,496,57.12,527.4,1.21,109,0,ointment,antibiotic
BATCH_000282,DRUG_343,Manufacturer_44,23-04-2023,15,-258,455,142.37,119.25,1.28,29,1,tablet,supplement
BATCH_000283,DRUG_485,Manufacturer_10,17-05-2024,32,650,524,246.51,580.26,0.63,87,0,injection,antifungal
BATCH_000284,DRUG_224,Manufacturer_31,09-03-2025,26,763,476,479.22,556.97,0.64,89,0,tablet,antihistamine
BATCH_000285,DRUG_225,Manufacturer_6,04-08-2024,14,181,505,482.27,379.58,2.11,64,0,ointment,painkiller
BATCH_000286,DRUG_385,Manufacturer_1,11-04-2024,20,248,519,374.43,82.3,1.16,96,0,injection,painkiller
BATCH_000287,DRUG_403,Manufacturer_7,20-12-2023,33,531,501,200.73,299.81,4.64,71,0,ointment,supplement
BATCH_000288,DRUG_126,Manufacturer_27,14-11-2022,17,-357,500,433.93,148.6,1.4,11,0,syrup,painkiller
BATCH_000289,DRUG_130,Manufacturer_21,20-08-2024,36,866,533,438.97,395.63,0.8,135,0,injection,supplement
BATCH_000290,DRUG_53,Manufacturer_28,12-08-2023,26,188,493,456,154.48,2.32,77,0,syrup,antihistamine
BATCH_000291,DRUG_172,Manufacturer_16,07-03-2024,33,609,507,323.61,314.99,1.37,17,0,tablet,painkiller
BATCH_000292,DRUG_218,Manufacturer_46,05-06-2023,32,303,500,108.88,163.09,0.78,103,0,tablet,antifungal
BATCH_000293,DRUG_160,Manufacturer_23,05-05-2024,31,607,503,54.63,150.01,3.89,64,0,injection,antifungal
BATCH_000294,DRUG_198,Manufacturer_20,25-01-2023,14,-376,520,458.24,186.36,3.01,137,0,injection,antibiotic
BATCH_000295,DRUG_416,Manufacturer_38,03-01-2025,19,485,516,37.22,66.06,0.76,36,0,ointment,supplement
BATCH_000296,DRUG_247,Manufacturer_25,02-12-2023,18,56,476,154.99,443.86,2.61,28,1,ointment,painkiller
BATCH_000297,DRUG_324,Manufacturer_28,25-05-2022,33,-43,479,248.61,218.7,0.67,173,0,syrup,antifungal
BATCH_000298,DRUG_439,Manufacturer_5,04-07-2023,31,301,516,20.77,433.96,2.09,103,0,injection,antihistamine
BATCH_000299,DRUG_203,Manufacturer_21,29-04-2024,11,-8,521,454.39,409.41,2.13,121,0,tablet,antihistamine
BATCH_000300,DRUG_184,Manufacturer_18,03-04-2023,24,-4,496,150.69,86.36,4.2,43,1,ointment,antibiotic
BATCH_000301,DRUG_123,Manufacturer_47,09-04-2022,9,-820,496,23.97,221.62,3.81,163,1,ointment,antihistamine
BATCH_000302,DRUG_401,Manufacturer_6,05-04-2025,25,760,509,496.86,361.77,4.54,17,0,tablet,antihistamine
BATCH_000303,DRUG_255,Manufacturer_29,15-12-2022,22,-174,520,162.58,555.12,1.13,78,1,ointment,painkiller
BATCH_000304,DRUG_294,Manufacturer_19,20-11-2024,24,593,510,439.61,270.73,2.9,159,0,syrup,supplement
BATCH_000305,DRUG_280,Manufacturer_33,15-06-2024,8,-52,484,232.2,327.64,0.59,108,0,injection,antacid
BATCH_000306,DRUG_325,Manufacturer_1,18-12-2024,34,925,485,334.93,462.59,4.21,19,0,tablet,antihistamine
BATCH_000307,DRUG_372,Manufacturer_45,18-10-2023,19,42,522,128.13,491.81,2.15,33,1,injection,antihistamine
BATCH_000308,DRUG_98,Manufacturer_3,15-02-2023,22,-112,504,256.41,557.84,0.81,72,0,ointment,antacid
BATCH_000309,DRUG_198,Manufacturer_42,14-08-2024,18,312,538,136.25,323.45,1.96,168,0,ointment,antihistamine
BATCH_000310,DRUG_470,Manufacturer_21,16-05-2023,14,-265,510,476.03,156.61,1.79,97,0,tablet,painkiller
BATCH_000311,DRUG_395,Manufacturer_35,02-12-2024,32,849,479,39.86,470.43,3.95,162,0,syrup,painkiller
BATCH_000312,DRUG_240,Manufacturer_41,11-10-2022,6,-726,484,144.59,119.07,1.07,119,1,capsule,antacid
BATCH_000313,DRUG_144,Manufacturer_40,09-10-2022,30,3,491,447.62,280.09,3,26,0,tablet,antifungal
BATCH_000314,DRUG_97,Manufacturer_3,18-09-2024,22,469,564,245.22,395.52,4.07,17,0,capsule,antihistamine
BATCH_000315,DRUG_201,Manufacturer_25,02-10-2023,21,87,515,304.04,430.52,3.83,148,0,capsule,antifungal
BATCH_000316,DRUG_124,Manufacturer_45,25-03-2023,23,-43,480,329.33,453.17,4.71,145,0,syrup,antihistamine
BATCH_000317,DRUG_187,Manufacturer_38,26-12-2023,7,-254,490,44.75,156.44,0.5,154,1,capsule,supplement
BATCH_000318,DRUG_326,Manufacturer_45,28-11-2022,19,-282,508,18.69,589.91,2.09,155,1,capsule,antihistamine
BATCH_000319,DRUG_464,Manufacturer_20,01-01-2023,27,-5,519,469.54,148.13,2.16,96,0,syrup,painkiller
BATCH_000320,DRUG_349,Manufacturer_44,13-04-2023,28,128,517,143.04,102.84,0.65,142,0,capsule,antibiotic
BATCH_000321,DRUG_259,Manufacturer_45,17-12-2022,32,133,530,196.35,415.23,4.18,172,0,capsule,antibiotic
BATCH_000322,DRUG_148,Manufacturer_34,02-10-2022,22,-248,494,344.23,550.5,3.6,46,0,capsule,antibiotic
BATCH_000323,DRUG_252,Manufacturer_21,03-07-2023,8,-400,492,125.79,357.66,2.88,118,1,tablet,antibiotic
BATCH_000324,DRUG_443,Manufacturer_48,21-05-2023,7,-473,514,369.2,377.52,2.32,35,0,tablet,antifungal
BATCH_000325,DRUG_420,Manufacturer_23,12-04-2022,13,-695,457,234.54,346.17,4.53,18,0,tablet,antifungal
BATCH_000326,DRUG_403,Manufacturer_6,04-12-2023,30,424,519,429.74,73.51,1.69,98,0,syrup,antihistamine
BATCH_000327,DRUG_346,Manufacturer_13,25-11-2023,34,536,486,146.48,424.72,2.01,44,0,ointment,antifungal
BATCH_000328,DRUG_451,Manufacturer_49,31-03-2024,7,-158,468,109.87,247.01,4.79,102,1,capsule,antihistamine
BATCH_000329,DRUG_147,Manufacturer_23,29-05-2022,7,-830,482,417.53,564.62,0.79,56,0,capsule,supplement
BATCH_000330,DRUG_148,Manufacturer_9,13-03-2024,31,554,475,169.9,152.73,4.01,75,0,syrup,antihistamine
BATCH_000331,DRUG_352,Manufacturer_17,30-11-2024,36,968,502,211.82,216.16,3.73,118,0,capsule,antibiotic
BATCH_000332,DRUG_199,Manufacturer_2,22-06-2023,14,-228,502,398.92,327.67,4.56,156,0,tablet,antacid
BATCH_000333,DRUG_308,Manufacturer_19,18-08-2023,35,468,539,321.43,312.55,0.91,15,0,ointment,antacid
BATCH_000334,DRUG_489,Manufacturer_19,09-04-2022,25,-332,492,226.45,270.17,4.87,149,0,injection,painkiller
BATCH_000335,DRUG_417,Manufacturer_7,05-07-2022,26,-215,473,132.45,222.92,0.63,71,1,capsule,painkiller
BATCH_000336,DRUG_424,Manufacturer_42,30-08-2024,34,815,506,384.46,130.95,2.02,54,0,tablet,antihistamine
BATCH_000337,DRUG_128,Manufacturer_42,24-10-2022,32,79,462,98.41,501.51,0.88,139,0,injection,antacid
BATCH_000338,DRUG_39,Manufacturer_20,29-03-2025,30,905,494,464.86,296.82,0.73,143,0,ointment,antibiotic
BATCH_000339,DRUG_338,Manufacturer_9,19-04-2022,11,-749,496,83.65,365.13,4.84,54,1,injection,antifungal
BATCH_000340,DRUG_360,Manufacturer_17,26-06-2022,31,-72,502,404.42,350.6,3.74,46,0,tablet,antibiotic
BATCH_000341,DRUG_129,Manufacturer_27,29-08-2022,17,-434,533,217.88,366.52,2.78,72,0,injection,antibiotic
BATCH_000342,DRUG_267,Manufacturer_47,01-04-2025,30,908,481,101.14,437.66,0.99,26,0,syrup,antihistamine
BATCH_000343,DRUG_476,Manufacturer_2,03-09-2024,14,211,472,207.17,396.16,2.87,110,0,injection,antihistamine
BATCH_000344,DRUG_441,Manufacturer_36,22-11-2023,12,-136,488,118.56,200.65,1.94,98,1,capsule,supplement
BATCH_000345,DRUG_473,Manufacturer_19,18-01-2025,35,987,503,76.64,354.54,1.72,138,0,capsule,antibiotic
BATCH_000346,DRUG_434,Manufacturer_17,17-05-2023,17,-173,488,127.19,184.48,3.28,94,1,syrup,antibiotic
BATCH_000347,DRUG_151,Manufacturer_5,18-07-2023,31,315,549,435.03,373.86,4.06,142,0,tablet,antihistamine
BATCH_000348,DRUG_415,Manufacturer_39,02-12-2022,30,57,457,61.91,287.56,2.49,120,1,capsule,antihistamine
BATCH_000349,DRUG_478,Manufacturer_18,27-05-2023,10,-376,473,486.54,71.68,2.72,90,0,ointment,supplement
BATCH_000350,DRUG_298,Manufacturer_7,11-04-2022,21,-452,508,12.45,453.69,3.43,32,1,capsule,supplement
BATCH_000351,DRUG_99,Manufacturer_17,17-11-2023,10,-202,498,332.54,201.07,1.06,99,0,capsule,painkiller
BATCH_000352,DRUG_263,Manufacturer_39,21-10-2023,17,-16,495,429.69,556.11,4.23,21,0,tablet,antacid
BATCH_000353,DRUG_252,Manufacturer_36,27-06-2024,29,599,519,467.64,204.31,4.27,64,0,injection,antibiotic
BATCH_000354,DRUG_144,Manufacturer_40,22-09-2022,31,16,498,80.55,598.14,2.93,57,1,capsule,antibiotic
BATCH_000355,DRUG_346,Manufacturer_45,24-05-2022,25,-287,490,352.12,304.62,1.34,26,0,syrup,supplement
BATCH_000356,DRUG_112,Manufacturer_4,12-11-2024,14,281,491,62.6,64.52,2.75,115,0,injection,supplement
BATCH_000357,DRUG_500,Manufacturer_38,30-08-2023,28,267,513,182.78,91.95,0.98,139,0,ointment,painkiller
BATCH_000358,DRUG_60,Manufacturer_25,23-02-2024,12,-43,506,368.64,95.15,3.93,71,0,tablet,antacid
BATCH_000359,DRUG_369,Manufacturer_5,05-02-2023,34,243,513,179.53,80.92,1.9,32,0,ointment,painkiller
BATCH_000360,DRUG_2,Manufacturer_30,08-05-2024,36,762,529,163.55,197.28,1.9,113,0,injection,antacid
BATCH_000361,DRUG_385,Manufacturer_12,29-03-2023,24,-9,497,66.87,228.52,4.75,136,1,injection,antifungal
BATCH_000362,DRUG_304,Manufacturer_4,09-07-2022,25,-241,541,42.55,111.21,2.4,25,1,injection,antibiotic
BATCH_000363,DRUG_254,Manufacturer_24,23-11-2022,28,-13,539,66.49,290.97,4.05,172,1,ointment,painkiller
BATCH_000364,DRUG_140,Manufacturer_29,03-01-2023,16,-337,484,438.98,250.94,3.37,54,0,injection,supplement
BATCH_000365,DRUG_453,Manufacturer_9,04-05-2024,32,637,499,15.49,399.98,1.92,110,0,ointment,painkiller
BATCH_000366,DRUG_37,Manufacturer_4,07-12-2023,35,579,499,349.5,157.73,1.06,179,0,injection,antifungal
BATCH_000367,DRUG_160,Manufacturer_24,14-01-2025,26,709,482,386.63,552.69,4.09,136,0,syrup,painkiller
BATCH_000368,DRUG_9,Manufacturer_14,28-03-2025,17,508,539,288.27,333.79,3.93,134,0,injection,antibiotic
BATCH_000369,DRUG_233,Manufacturer_5,15-02-2024,8,-173,507,368.08,393.05,1.26,56,0,ointment,antifungal
BATCH_000370,DRUG_99,Manufacturer_18,27-09-2024,22,478,500,329.61,71.74,1.62,118,0,capsule,supplement
BATCH_000371,DRUG_147,Manufacturer_42,19-10-2024,12,196,476,233.22,357.5,3.95,164,0,injection,supplement
BATCH_000372,DRUG_304,Manufacturer_19,14-04-2022,27,-267,472,197.53,252.46,4.93,72,1,capsule,antihistamine
BATCH_000373,DRUG_208,Manufacturer_12,27-03-2024,15,81,460,471.25,558.29,4.3,77,0,syrup,antifungal
BATCH_000374,DRUG_131,Manufacturer_18,06-10-2024,36,913,511,486.25,537.1,3.58,157,0,tablet,antihistamine
BATCH_000375,DRUG_404,Manufacturer_17,15-11-2023,28,344,516,329.12,400.71,4.62,50,0,syrup,antihistamine
BATCH_000376,DRUG_152,Manufacturer_30,25-06-2022,20,-408,542,106.68,472.32,1.78,46,1,injection,antibiotic
BATCH_000377,DRUG_54,Manufacturer_24,26-12-2023,35,598,504,229.47,404.53,0.54,111,0,capsule,painkiller
BATCH_000378,DRUG_120,Manufacturer_11,12-01-2024,7,-237,494,253.3,59.33,1.94,83,0,capsule,supplement
BATCH_000379,DRUG_161,Manufacturer_35,28-02-2025,18,510,477,381.41,436.72,4.87,150,0,ointment,supplement
BATCH_000380,DRUG_408,Manufacturer_23,14-07-2022,33,7,515,337.21,147.4,4.47,55,0,capsule,painkiller
BATCH_000381,DRUG_116,Manufacturer_17,01-03-2023,9,-494,531,262.26,425.41,0.73,30,0,ointment,supplement
BATCH_000382,DRUG_75,Manufacturer_1,03-03-2025,23,666,509,343.38,55.78,2.76,67,0,tablet,painkiller
BATCH_000383,DRUG_113,Manufacturer_15,04-06-2023,29,210,498,21.79,221,0.86,114,0,injection,antifungal
BATCH_000384,DRUG_456,Manufacturer_32,22-08-2022,28,-106,542,390.55,334.31,4.05,59,0,ointment,antibiotic
BATCH_000385,DRUG_420,Manufacturer_9,08-03-2025,6,153,472,113.7,233.24,2.18,164,0,tablet,antibiotic
BATCH_000386,DRUG_422,Manufacturer_15,11-04-2023,7,-513,549,331.64,431.69,4.6,33,0,capsule,antibiotic
BATCH_000387,DRUG_104,Manufacturer_28,27-01-2025,7,144,501,65.85,337.49,0.75,0,0,capsule,painkiller
BATCH_000388,DRUG_340,Manufacturer_24,08-04-2022,9,-821,497,66.09,577.82,3.8,40,1,tablet,painkiller
BATCH_000389,DRUG_254,Manufacturer_35,04-04-2023,8,-490,521,27.47,246.8,2.3,103,1,capsule,antacid
BATCH_000390,DRUG_227,Manufacturer_22,04-06-2022,22,-368,527,456.01,447.02,1.71,171,0,tablet,supplement
BATCH_000391,DRUG_112,Manufacturer_27,11-01-2025,33,919,494,306.23,509.71,2.83,34,0,ointment,supplement
BATCH_000392,DRUG_473,Manufacturer_19,15-08-2024,19,344,493,187.36,189.49,2.68,154,0,ointment,antacid
BATCH_000393,DRUG_99,Manufacturer_45,24-02-2025,7,172,539,396.01,464.77,2.07,148,0,tablet,antacid
BATCH_000394,DRUG_153,Manufacturer_12,05-04-2024,21,273,490,316.78,266.32,3.42,81,0,ointment,antibiotic
BATCH_000395,DRUG_349,Manufacturer_20,23-09-2022,16,-439,509,313.84,120.8,3.48,22,0,ointment,antacid
BATCH_000396,DRUG_402,Manufacturer_1,05-10-2022,30,-1,503,248.65,52.01,0.85,40,0,ointment,painkiller
BATCH_000397,DRUG_384,Manufacturer_21,01-03-2025,18,511,515,13.88,459.07,3.18,177,0,syrup,antihistamine
BATCH_000398,DRUG_366,Manufacturer_49,31-08-2023,6,-402,511,136.65,152.43,3.7,21,1,injection,painkiller
BATCH_000399,DRUG_338,Manufacturer_45,11-10-2023,30,370,520,63.45,78.16,0.84,39,0,capsule,antacid
BATCH_000400,DRUG_194,Manufacturer_1,21-07-2022,28,-138,505,334.58,323.46,3.47,129,0,syrup,supplement
BATCH_000401,DRUG_310,Manufacturer_10,08-07-2024,7,-59,497,131.82,240.68,4.12,41,1,ointment,painkiller
BATCH_000402,DRUG_163,Manufacturer_47,17-11-2022,7,-658,426,230.58,430.49,4.24,157,0,tablet,supplement
BATCH_000403,DRUG_208,Manufacturer_32,05-09-2024,26,578,457,183.18,109.05,0.69,171,0,ointment,painkiller
BATCH_000404,DRUG_445,Manufacturer_39,04-07-2022,34,27,500,80.17,122.96,3.64,82,1,injection,supplement
BATCH_000405,DRUG_169,Manufacturer_22,04-11-2023,10,-215,467,479.6,272.26,4.09,9,0,ointment,antifungal
BATCH_000406,DRUG_484,Manufacturer_18,08-09-2024,9,63,488,467.38,336.22,2.29,83,0,tablet,painkiller
BATCH_000407,DRUG_161,Manufacturer_48,03-09-2022,17,-429,510,51.46,503.31,2.94,151,1,injection,supplement
BATCH_000408,DRUG_68,Manufacturer_46,20-08-2022,31,-17,491,415.41,372.09,1.69,133,0,ointment,antihistamine
BATCH_000409,DRUG_289,Manufacturer_32,04-01-2025,31,851,484,249.3,546.43,1.9,122,0,injection,antibiotic
BATCH_000410,DRUG_398,Manufacturer_27,10-09-2023,34,460,481,389.13,169.77,2.76,44,0,capsule,painkiller
BATCH_000411,DRUG_277,Manufacturer_28,05-10-2024,33,821,520,84.07,377.92,1.18,124,0,capsule,antihistamine
BATCH_000412,DRUG_304,Manufacturer_18,12-05-2022,8,-817,477,74.81,410.38,2.17,145,1,ointment,antibiotic
BATCH_000413,DRUG_404,Manufacturer_39,24-04-2024,25,414,525,446.47,449.19,1.86,143,0,injection,painkiller
BATCH_000414,DRUG_384,Manufacturer_49,01-07-2024,15,177,489,449.93,593.76,1.57,102,0,tablet,antihistamine
BATCH_000415,DRUG_392,Manufacturer_29,13-08-2024,25,525,470,238.3,307.42,2.68,103,0,ointment,antihistamine
BATCH_000416,DRUG_135,Manufacturer_18,08-05-2024,23,367,460,436.38,253.13,4.27,39,0,capsule,antifungal
BATCH_000417,DRUG_195,Manufacturer_44,13-01-2023,26,-23,495,337.05,518.71,1.59,143,0,capsule,antihistamine
BATCH_000418,DRUG_401,Manufacturer_8,04-07-2023,36,453,446,100.65,147.23,3.47,103,0,ointment,antifungal
BATCH_000419,DRUG_128,Manufacturer_31,28-07-2024,26,539,518,171.19,70.37,1.64,78,0,injection,antacid
BATCH_000420,DRUG_33,Manufacturer_34,27-11-2024,26,661,514,76.67,293.97,1.14,127,0,capsule,supplement
BATCH_000421,DRUG_176,Manufacturer_7,16-12-2024,32,863,495,389.23,185.96,4.74,103,0,injection,antibiotic
BATCH_000422,DRUG_460,Manufacturer_36,23-04-2024,36,747,551,492.77,268.09,3.35,140,0,capsule,supplement
BATCH_000423,DRUG_443,Manufacturer_18,20-08-2023,32,379,499,277.73,592.35,0.97,49,0,capsule,supplement
BATCH_000424,DRUG_371,Manufacturer_38,30-12-2023,15,-7,509,331.37,241.67,3.35,156,0,syrup,antifungal
BATCH_000425,DRUG_470,Manufacturer_9,10-01-2023,6,-635,509,375.59,439.38,1.29,134,0,capsule,supplement
BATCH_000426,DRUG_375,Manufacturer_9,20-04-2022,11,-748,517,119.89,187.72,4.5,4,1,tablet,antihistamine
BATCH_000427,DRUG_22,Manufacturer_46,22-10-2024,16,321,498,174.64,216.88,1.61,167,0,ointment,antifungal
BATCH_000428,DRUG_238,Manufacturer_8,29-01-2025,7,146,497,212.04,183.74,4.13,3,0,ointment,supplement
BATCH_000429,DRUG_158,Manufacturer_35,07-02-2025,12,307,499,301.35,364.69,1.4,6,0,injection,antifungal
BATCH_000430,DRUG_38,Manufacturer_18,09-01-2025,25,674,485,426.74,174.36,3.01,36,0,capsule,antacid
BATCH_000431,DRUG_230,Manufacturer_5,08-05-2024,36,762,490,134.56,445.1,4.61,112,0,tablet,antifungal
